scenario,iteration,algorithm,assignments,cell_loads,vulnerabilities
High Load,20,utility,"[1, 1, 2, 2, 1, 1, 1, 1, 2, 2, 1, 2, 1, 2, 2, 2, 0, 0, 2, 0, 2, 0, 0, 0, 0, 2, 1, 0, 0, 0]","[0.3333333333333333, 0.3, 0.36666666666666664]","['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.05']"
High Load,21,utility,"[0, 2, 0, 2, 1, 1, 0, 2, 1, 2, 1, 1, 1, 0, 0, 2, 0, 0, 2, 0, 1, 0, 1, 0, 1, 2, 2, 0, 2, 0]","[0.4, 0.3, 0.3]","['Ping-Pong: 6 UEs', 'Unfairness: Jain Index = 0.06']"
High Load,22,utility,"[0, 2, 2, 2, 0, 1, 2, 2, 2, 2, 1, 2, 1, 0, 0, 0, 0, 0, 2, 0, 1, 0, 1, 1, 1, 2, 1, 0, 0, 0]","[0.4, 0.26666666666666666, 0.3333333333333333]","['Ping-Pong: 5 UEs', 'Unfairness: Jain Index = 0.05']"
High Load,23,utility,"[2, 2, 1, 2, 1, 1, 1, 2, 0, 0, 2, 1, 2, 0, 0, 2, 0, 0, 2, 0, 2, 1, 0, 1, 1, 2, 1, 0, 0, 0]","[0.36666666666666664, 0.3, 0.3333333333333333]","['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.18']"
High Load,24,utility,"[0, 1, 2, 2, 2, 1, 0, 2, 0, 1, 1, 2, 2, 0, 0, 0, 0, 2, 2, 0, 2, 0, 1, 2, 0, 1, 2, 0, 0, 0]","[0.43333333333333335, 0.2, 0.36666666666666664]","['Ping-Pong: 7 UEs', 'Unfairness: Jain Index = 0.41']"
High Load,25,utility,"[0, 1, 0, 2, 1, 1, 1, 2, 2, 1, 0, 1, 2, 1, 0, 2, 0, 0, 2, 0, 2, 1, 1, 1, 1, 1, 1, 0, 1, 0]","[0.3, 0.4666666666666667, 0.23333333333333334]","['Ping-Pong: 9 UEs', 'QoS Violation: Avg High Prio SINR = 3.19 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.10']"
High Load,26,utility,"[0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0, 2, 2, 0, 1, 0, 2, 2, 0, 2, 0, 0, 1, 1, 2, 0, 0, 2, 0]","[0.3333333333333333, 0.1, 0.5666666666666667]","['Ping-Pong: 4 UEs', 'QoS Violation: Avg High Prio SINR = 2.92 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.04']"
High Load,27,utility,"[0, 1, 0, 1, 1, 2, 2, 0, 2, 2, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 2, 0, 0, 0, 1, 2, 1, 0, 1, 0]","[0.5, 0.3, 0.2]","['Ping-Pong: 7 UEs', 'Unfairness: Jain Index = 0.06']"
High Load,28,utility,"[0, 1, 1, 2, 0, 1, 0, 2, 2, 1, 2, 2, 2, 0, 0, 2, 2, 0, 1, 1, 1, 0, 0, 1, 0, 2, 2, 0, 0, 0]","[0.4, 0.26666666666666666, 0.3333333333333333]","['Ping-Pong: 5 UEs', 'Unfairness: Jain Index = 0.04']"
High Load,29,utility,"[0, 1, 0, 1, 2, 2, 2, 1, 2, 0, 1, 0, 2, 2, 1, 1, 0, 0, 1, 1, 2, 0, 1, 1, 0, 1, 0, 0, 0, 0]","[0.4, 0.36666666666666664, 0.23333333333333334]","['Ping-Pong: 8 UEs', 'Unfairness: Jain Index = 0.04']"
High Load,30,utility,"[2, 1, 2, 2, 2, 2, 1, 2, 1, 2, 2, 0, 2, 2, 0, 1, 0, 0, 2, 0, 2, 0, 1, 0, 1, 2, 1, 0, 0, 0]","[0.3333333333333333, 0.23333333333333334, 0.43333333333333335]","['Ping-Pong: 5 UEs', 'Unfairness: Jain Index = 0.16']"
High Load,31,utility,"[0, 0, 0, 2, 2, 2, 2, 1, 2, 0, 1, 0, 1, 0, 0, 1, 0, 2, 1, 0, 2, 0, 0, 0, 1, 2, 2, 0, 0, 0]","[0.5, 0.2, 0.3]","['Ping-Pong: 8 UEs', 'Unfairness: Jain Index = 0.24']"
High Load,32,utility,"[0, 1, 0, 1, 1, 1, 2, 1, 2, 2, 1, 2, 1, 1, 1, 2, 1, 0, 1, 0, 2, 1, 2, 0, 0, 2, 2, 0, 0, 0]","[0.3, 0.4, 0.3]","['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.08']"
High Load,33,utility,"[0, 0, 0, 2, 1, 0, 2, 2, 2, 2, 1, 2, 1, 0, 2, 1, 0, 0, 1, 0, 2, 0, 0, 0, 0, 2, 2, 0, 0, 0]","[0.5, 0.16666666666666666, 0.3333333333333333]","['Ping-Pong: 7 UEs', 'Unfairness: Jain Index = 0.10']"
High Load,34,utility,"[2, 1, 2, 0, 1, 2, 2, 2, 2, 2, 2, 1, 1, 0, 2, 2, 0, 0, 2, 1, 0, 0, 1, 1, 1, 2, 2, 0, 2, 0]","[0.26666666666666666, 0.26666666666666666, 0.4666666666666667]","['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.05']"
High Load,35,utility,"[1, 1, 0, 1, 1, 1, 2, 2, 2, 2, 1, 0, 1, 1, 0, 2, 0, 2, 1, 0, 2, 0, 1, 0, 0, 0, 1, 0, 1, 0]","[0.36666666666666664, 0.4, 0.23333333333333334]","['Ping-Pong: 7 UEs', 'Unfairness: Jain Index = 0.16']"
High Load,36,utility,"[2, 1, 2, 1, 1, 1, 2, 0, 2, 2, 2, 0, 2, 2, 2, 1, 0, 0, 1, 2, 2, 0, 0, 1, 0, 2, 0, 0, 0, 0]","[0.36666666666666664, 0.23333333333333334, 0.4]","['Ping-Pong: 7 UEs', 'Unfairness: Jain Index = 0.04']"
High Load,37,utility,"[1, 0, 0, 1, 1, 0, 2, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 2, 0, 1, 0, 0, 1, 1, 1, 0, 0]","[0.5, 0.43333333333333335, 0.06666666666666667]","['Ping-Pong: 9 UEs', 'Unfairness: Jain Index = 0.08']"
High Load,38,utility,"[2, 1, 2, 1, 2, 2, 2, 2, 2, 2, 1, 1, 2, 0, 1, 1, 2, 0, 1, 2, 2, 0, 0, 0, 0, 2, 1, 2, 0, 2]","[0.23333333333333334, 0.26666666666666666, 0.5]","['Ping-Pong: 9 UEs', 'Unfairness: Jain Index = 0.04']"
High Load,39,utility,"[0, 1, 0, 2, 1, 1, 2, 2, 1, 2, 1, 1, 0, 0, 0, 1, 0, 2, 1, 1, 2, 0, 0, 0, 0, 2, 1, 1, 0, 2]","[0.36666666666666664, 0.36666666666666664, 0.26666666666666666]","['Ping-Pong: 6 UEs', 'Unfairness: Jain Index = 0.21']"
High Load,40,utility,"[0, 1, 1, 2, 1, 0, 2, 2, 2, 0, 2, 1, 1, 1, 0, 1, 2, 2, 1, 0, 2, 0, 0, 0, 1, 1, 1, 0, 1, 2]","[0.3, 0.4, 0.3]","['Ping-Pong: 2 UEs', 'QoS Violation: Avg High Prio SINR = 3.92 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.06']"
High Load,41,utility,"[1, 1, 0, 1, 2, 1, 2, 2, 2, 0, 2, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0]","[0.36666666666666664, 0.4666666666666667, 0.16666666666666666]","['Ping-Pong: 5 UEs', 'Unfairness: Jain Index = 0.06']"
High Load,42,utility,"[1, 1, 2, 1, 0, 1, 1, 2, 0, 0, 2, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 2, 0, 1, 0, 1, 1, 0, 2, 0]","[0.36666666666666664, 0.4666666666666667, 0.16666666666666666]","['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.18']"
High Load,43,utility,"[0, 1, 0, 1, 2, 1, 2, 2, 2, 2, 1, 1, 0, 1, 0, 1, 0, 0, 1, 2, 2, 0, 0, 0, 2, 2, 1, 1, 1, 0]","[0.3333333333333333, 0.36666666666666664, 0.3]","['Ping-Pong: 5 UEs', 'Unfairness: Jain Index = 0.14']"
High Load,44,utility,"[0, 1, 2, 1, 2, 1, 2, 1, 0, 1, 2, 1, 0, 1, 1, 2, 0, 2, 1, 2, 2, 1, 0, 2, 1, 0, 2, 1, 0, 0]","[0.26666666666666666, 0.4, 0.3333333333333333]","['Ping-Pong: 4 UEs', 'Unfairness: Jain Index = 0.15']"
High Load,45,utility,"[0, 1, 2, 2, 2, 1, 0, 2, 0, 0, 2, 2, 1, 1, 1, 0, 0, 2, 2, 2, 2, 0, 2, 1, 1, 1, 0, 0, 0, 0]","[0.36666666666666664, 0.26666666666666666, 0.36666666666666664]","['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.22']"
High Load,46,utility,"[1, 1, 0, 1, 2, 2, 2, 2, 2, 2, 1, 2, 1, 1, 1, 1, 0, 2, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 2]","[0.3, 0.4, 0.3]","['Ping-Pong: 5 UEs', 'Unfairness: Jain Index = 0.29']"
High Load,47,utility,"[0, 1, 0, 1, 2, 1, 1, 1, 2, 2, 0, 2, 2, 1, 1, 1, 0, 0, 1, 0, 2, 2, 0, 2, 0, 2, 1, 0, 0, 0]","[0.36666666666666664, 0.3333333333333333, 0.3]","['Ping-Pong: 4 UEs', 'Unfairness: Jain Index = 0.06']"
High Load,48,utility,"[2, 1, 2, 1, 1, 1, 2, 2, 2, 2, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 2, 0, 1, 1, 0, 1, 0, 0, 0, 0]","[0.3333333333333333, 0.43333333333333335, 0.23333333333333334]","['Ping-Pong: 6 UEs', 'Unfairness: Jain Index = 0.21']"
High Load,49,utility,"[2, 1, 2, 1, 2, 1, 2, 2, 2, 2, 2, 2, 2, 1, 0, 2, 1, 1, 1, 1, 2, 1, 2, 1, 0, 1, 1, 2, 0, 0]","[0.13333333333333333, 0.4, 0.4666666666666667]",['Ping-Pong: 4 UEs']
High Load,50,utility,"[0, 1, 0, 0, 1, 1, 2, 0, 1, 2, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 2, 2, 1, 1, 0, 1, 1, 0, 0, 0]","[0.4666666666666667, 0.4, 0.13333333333333333]","['Ping-Pong: 4 UEs', 'Unfairness: Jain Index = 0.05']"
High Load,51,utility,"[2, 1, 2, 1, 1, 1, 2, 2, 0, 2, 1, 2, 2, 1, 0, 1, 1, 2, 2, 1, 2, 0, 1, 2, 0, 1, 0, 1, 2, 2]","[0.16666666666666666, 0.4, 0.43333333333333335]","['Ping-Pong: 7 UEs', 'Unfairness: Jain Index = 0.07']"
High Load,52,utility,"[0, 1, 0, 1, 1, 1, 2, 2, 2, 2, 1, 2, 0, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0]","[0.26666666666666666, 0.5333333333333333, 0.2]","['Ping-Pong: 7 UEs', 'Unfairness: Jain Index = 0.13']"
High Load,53,utility,"[2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 1, 1, 2, 1, 1, 1, 0, 2, 0, 1, 2, 0, 1, 1, 0, 2, 0]","[0.16666666666666666, 0.3, 0.5333333333333333]","['Ping-Pong: 7 UEs', 'Unfairness: Jain Index = 0.05']"
High Load,54,utility,"[0, 0, 2, 1, 1, 0, 2, 2, 1, 2, 0, 2, 2, 1, 1, 0, 1, 2, 1, 0, 2, 0, 1, 1, 0, 0, 1, 1, 0, 0]","[0.36666666666666664, 0.36666666666666664, 0.26666666666666666]","['Ping-Pong: 5 UEs', 'Unfairness: Jain Index = 0.23']"
High Load,55,utility,"[0, 1, 0, 1, 2, 1, 2, 2, 1, 2, 2, 2, 1, 1, 1, 2, 0, 1, 1, 0, 2, 1, 1, 2, 0, 1, 1, 1, 1, 2]","[0.16666666666666666, 0.5, 0.3333333333333333]","['Ping-Pong: 7 UEs', 'Unfairness: Jain Index = 0.07']"
High Load,56,utility,"[0, 1, 2, 1, 2, 1, 2, 2, 2, 2, 1, 2, 0, 1, 1, 1, 0, 1, 1, 0, 2, 0, 1, 1, 0, 2, 1, 0, 1, 2]","[0.23333333333333334, 0.43333333333333335, 0.3333333333333333]","['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.20']"
High Load,57,utility,"[0, 1, 2, 1, 2, 0, 2, 2, 1, 2, 1, 2, 2, 1, 1, 1, 0, 2, 1, 2, 2, 0, 1, 0, 0, 2, 1, 0, 0, 0]","[0.3, 0.3333333333333333, 0.36666666666666664]","['Ping-Pong: 1 UEs', 'Unfairness: Jain Index = 0.39']"
High Load,58,utility,"[2, 0, 1, 1, 2, 1, 0, 1, 2, 2, 1, 2, 2, 1, 1, 1, 0, 2, 2, 0, 2, 2, 0, 1, 0, 2, 2, 0, 0, 1]","[0.26666666666666666, 0.3333333333333333, 0.4]","['Ping-Pong: 4 UEs', 'Unfairness: Jain Index = 0.37']"
High Load,59,utility,"[0, 1, 2, 1, 2, 1, 2, 2, 2, 2, 1, 2, 1, 0, 1, 1, 1, 2, 1, 2, 2, 0, 0, 1, 0, 2, 1, 2, 1, 2]","[0.16666666666666666, 0.4, 0.43333333333333335]","['Ping-Pong: 9 UEs', 'Unfairness: Jain Index = 0.16']"
High Load,60,utility,"[2, 1, 0, 2, 0, 1, 2, 2, 2, 2, 1, 2, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 2]","[0.26666666666666666, 0.4666666666666667, 0.26666666666666666]","['Ping-Pong: 5 UEs', 'Unfairness: Jain Index = 0.17']"
High Load,61,utility,"[0, 1, 2, 1, 1, 1, 2, 2, 2, 2, 2, 2, 1, 1, 1, 0, 1, 2, 1, 0, 2, 0, 1, 1, 0, 2, 0, 1, 2, 2]","[0.2, 0.4, 0.4]","['Ping-Pong: 8 UEs', 'Unfairness: Jain Index = 0.28']"
High Load,62,utility,"[0, 1, 2, 1, 0, 0, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 2, 1, 0, 2, 1, 1, 1, 0, 1, 1, 0, 0, 0]","[0.26666666666666666, 0.5333333333333333, 0.2]","['Ping-Pong: 6 UEs', 'Unfairness: Jain Index = 0.23']"
High Load,63,utility,"[1, 2, 2, 1, 2, 0, 2, 1, 2, 2, 1, 1, 1, 2, 1, 2, 1, 2, 1, 0, 2, 0, 1, 0, 0, 2, 2, 0, 0, 2]","[0.23333333333333334, 0.3333333333333333, 0.43333333333333335]","['Ping-Pong: 6 UEs', 'Unfairness: Jain Index = 0.20']"
High Load,64,utility,"[0, 0, 2, 2, 0, 1, 2, 1, 2, 2, 2, 1, 2, 1, 1, 1, 2, 1, 1, 0, 2, 2, 1, 2, 1, 2, 0, 0, 0, 0]","[0.26666666666666666, 0.3333333333333333, 0.4]","['Ping-Pong: 6 UEs', 'QoS Violation: Avg High Prio SINR = 4.50 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.30']"
High Load,65,utility,"[2, 0, 0, 1, 1, 1, 2, 2, 2, 2, 2, 1, 2, 1, 1, 2, 0, 2, 1, 2, 2, 2, 1, 0, 0, 1, 1, 0, 0, 0]","[0.26666666666666666, 0.3333333333333333, 0.4]","['Ping-Pong: 5 UEs', 'Unfairness: Jain Index = 0.24']"
High Load,66,utility,"[2, 2, 0, 1, 1, 1, 1, 2, 0, 1, 2, 2, 1, 1, 1, 2, 0, 2, 1, 0, 2, 1, 1, 0, 0, 0, 1, 0, 2, 0]","[0.3, 0.4, 0.3]","['Ping-Pong: 1 UEs', 'QoS Violation: Avg High Prio SINR = 4.99 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.12']"
High Load,67,utility,"[2, 1, 0, 0, 0, 2, 2, 2, 0, 2, 0, 1, 2, 0, 0, 0, 0, 0, 1, 0, 2, 2, 1, 1, 0, 1, 1, 0, 1, 1]","[0.43333333333333335, 0.3, 0.26666666666666666]","['Ping-Pong: 6 UEs', 'Unfairness: Jain Index = 0.16']"
High Load,68,utility,"[2, 1, 1, 0, 0, 2, 2, 2, 1, 1, 2, 2, 2, 1, 1, 1, 0, 1, 1, 2, 2, 0, 1, 1, 0, 1, 1, 1, 0, 0]","[0.23333333333333334, 0.4666666666666667, 0.3]","['Ping-Pong: 6 UEs', 'Unfairness: Jain Index = 0.06']"
High Load,69,utility,"[2, 1, 0, 1, 2, 1, 2, 2, 2, 2, 1, 2, 2, 1, 0, 1, 0, 1, 1, 0, 2, 0, 1, 0, 0, 1, 0, 0, 0, 0]","[0.36666666666666664, 0.3333333333333333, 0.3]","['Ping-Pong: 5 UEs', 'Unfairness: Jain Index = 0.22']"
High Load,70,utility,"[2, 2, 0, 1, 1, 0, 2, 1, 0, 2, 2, 2, 2, 1, 1, 2, 2, 2, 0, 0, 1, 0, 1, 0, 2, 1, 1, 1, 0, 0]","[0.3, 0.3333333333333333, 0.36666666666666664]","['Ping-Pong: 4 UEs', 'Unfairness: Jain Index = 0.34']"
High Load,71,utility,"[0, 2, 2, 2, 2, 0, 1, 2, 0, 2, 1, 2, 0, 2, 0, 2, 0, 2, 1, 0, 2, 2, 0, 0, 2, 2, 1, 0, 2, 2]","[0.3333333333333333, 0.13333333333333333, 0.5333333333333333]","['Ping-Pong: 8 UEs', 'Unfairness: Jain Index = 0.23']"
High Load,72,utility,"[2, 0, 1, 2, 1, 0, 2, 1, 2, 1, 1, 0, 2, 2, 1, 1, 0, 0, 1, 0, 2, 1, 1, 1, 0, 1, 1, 0, 0, 0]","[0.3333333333333333, 0.43333333333333335, 0.23333333333333334]","['Ping-Pong: 10 UEs', 'QoS Violation: Avg High Prio SINR = 3.05 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.21']"
High Load,73,utility,"[1, 1, 0, 1, 0, 0, 2, 2, 0, 2, 1, 2, 2, 1, 1, 1, 0, 2, 1, 0, 2, 0, 1, 0, 2, 1, 0, 0, 0, 2]","[0.36666666666666664, 0.3333333333333333, 0.3]","['Ping-Pong: 8 UEs', 'Unfairness: Jain Index = 0.13']"
High Load,74,utility,"[0, 1, 1, 1, 2, 0, 2, 1, 1, 2, 2, 2, 2, 0, 1, 1, 0, 1, 1, 2, 2, 0, 0, 0, 0, 2, 1, 1, 0, 1]","[0.3, 0.4, 0.3]","['Ping-Pong: 4 UEs', 'Unfairness: Jain Index = 0.06']"
High Load,75,utility,"[2, 1, 0, 1, 0, 0, 2, 1, 1, 1, 2, 0, 1, 1, 1, 1, 0, 2, 1, 2, 2, 2, 1, 0, 0, 1, 1, 1, 2, 2]","[0.23333333333333334, 0.4666666666666667, 0.3]","['Ping-Pong: 7 UEs', 'QoS Violation: Avg High Prio SINR = 3.38 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.22']"
High Load,76,utility,"[2, 1, 0, 1, 2, 0, 2, 1, 2, 2, 2, 2, 2, 1, 2, 1, 0, 1, 1, 2, 2, 0, 0, 0, 0, 2, 1, 0, 2, 2]","[0.26666666666666666, 0.26666666666666666, 0.4666666666666667]","['Ping-Pong: 8 UEs', 'Unfairness: Jain Index = 0.30']"
High Load,77,utility,"[2, 1, 1, 1, 2, 1, 2, 2, 2, 1, 1, 0, 2, 1, 1, 1, 0, 2, 1, 0, 2, 1, 1, 0, 0, 2, 1, 1, 0, 2]","[0.2, 0.4666666666666667, 0.3333333333333333]","['Ping-Pong: 6 UEs', 'Unfairness: Jain Index = 0.19']"
High Load,78,utility,"[0, 1, 0, 1, 2, 0, 2, 1, 2, 2, 1, 2, 2, 1, 1, 0, 0, 2, 2, 1, 2, 2, 0, 0, 0, 1, 1, 1, 0, 2]","[0.3, 0.3333333333333333, 0.36666666666666664]","['Ping-Pong: 6 UEs', 'Unfairness: Jain Index = 0.23']"
High Load,79,utility,"[2, 2, 2, 2, 2, 0, 2, 2, 2, 2, 1, 2, 1, 1, 1, 1, 0, 2, 0, 0, 2, 1, 1, 2, 0, 2, 2, 1, 0, 0]","[0.23333333333333334, 0.26666666666666666, 0.5]","['Ping-Pong: 7 UEs', 'Unfairness: Jain Index = 0.19']"
High Load,80,utility,"[0, 0, 0, 1, 2, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 0, 0, 1, 0, 2, 0, 0, 0, 2, 2, 2, 1, 2, 1]","[0.3333333333333333, 0.16666666666666666, 0.5]","['Ping-Pong: 6 UEs', 'Unfairness: Jain Index = 0.39']"
High Load,81,utility,"[0, 1, 2, 1, 1, 0, 2, 0, 2, 0, 2, 1, 0, 1, 2, 2, 1, 2, 0, 2, 2, 0, 1, 0, 0, 2, 1, 1, 0, 1]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","['Ping-Pong: 7 UEs', 'QoS Violation: Avg High Prio SINR = 4.84 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.31']"
High Load,82,utility,"[2, 2, 2, 1, 1, 1, 2, 2, 1, 1, 1, 2, 2, 1, 1, 2, 0, 0, 0, 0, 2, 0, 0, 0, 2, 0, 1, 1, 0, 2]","[0.3, 0.3333333333333333, 0.36666666666666664]","['Ping-Pong: 8 UEs', 'Unfairness: Jain Index = 0.26']"
High Load,83,utility,"[2, 1, 2, 0, 1, 1, 2, 2, 2, 2, 2, 2, 1, 0, 1, 2, 0, 2, 0, 1, 2, 1, 0, 1, 0, 2, 0, 0, 2, 0]","[0.3, 0.26666666666666666, 0.43333333333333335]","['Ping-Pong: 6 UEs', 'Unfairness: Jain Index = 0.33']"
High Load,84,utility,"[2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 2, 0, 1, 0, 1]","[0.26666666666666666, 0.3333333333333333, 0.4]","['Ping-Pong: 5 UEs', 'Unfairness: Jain Index = 0.11']"
High Load,85,utility,"[2, 0, 0, 2, 2, 0, 2, 1, 2, 2, 2, 2, 1, 2, 1, 2, 0, 2, 2, 0, 2, 0, 0, 2, 1, 0, 1, 0, 0, 0]","[0.36666666666666664, 0.16666666666666666, 0.4666666666666667]","['Ping-Pong: 7 UEs', 'Unfairness: Jain Index = 0.14']"
High Load,86,utility,"[2, 1, 1, 1, 2, 1, 1, 2, 2, 2, 2, 1, 1, 0, 2, 2, 1, 1, 0, 0, 2, 1, 0, 0, 0, 2, 2, 1, 2, 2]","[0.2, 0.36666666666666664, 0.43333333333333335]","['Ping-Pong: 10 UEs', 'Unfairness: Jain Index = 0.12']"
High Load,87,utility,"[1, 0, 2, 1, 0, 0, 2, 2, 2, 2, 2, 0, 2, 1, 2, 2, 1, 0, 0, 0, 2, 1, 1, 0, 1, 1, 0, 1, 0, 0]","[0.36666666666666664, 0.3, 0.3333333333333333]","['Ping-Pong: 6 UEs', 'Unfairness: Jain Index = 0.07']"
High Load,88,utility,"[2, 1, 2, 0, 1, 1, 2, 1, 2, 2, 2, 2, 2, 1, 1, 2, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 2, 2]","[0.26666666666666666, 0.36666666666666664, 0.36666666666666664]","['Ping-Pong: 8 UEs', 'Unfairness: Jain Index = 0.04']"
High Load,89,utility,"[1, 1, 1, 0, 2, 1, 2, 2, 2, 2, 2, 2, 2, 0, 1, 1, 0, 2, 0, 0, 0, 1, 0, 0, 0, 2, 2, 1, 1, 2]","[0.3, 0.3, 0.4]","['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.12']"
High Load,90,utility,"[2, 1, 2, 1, 1, 1, 2, 1, 0, 2, 2, 0, 2, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 2, 2, 1, 1, 2, 1]","[0.26666666666666666, 0.43333333333333335, 0.3]","['Ping-Pong: 9 UEs', 'Unfairness: Jain Index = 0.12']"
High Load,91,utility,"[2, 0, 2, 0, 2, 1, 2, 2, 2, 2, 2, 1, 1, 0, 1, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0, 2, 0, 1, 0, 2]","[0.43333333333333335, 0.16666666666666666, 0.4]","['Ping-Pong: 8 UEs', 'Unfairness: Jain Index = 0.18']"
High Load,92,utility,"[0, 1, 2, 1, 2, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 0, 1, 0, 0, 2, 0, 1, 0, 1, 2, 1, 1, 0, 1]","[0.23333333333333334, 0.5666666666666667, 0.2]","['Ping-Pong: 9 UEs', 'Unfairness: Jain Index = 0.33']"
High Load,93,utility,"[2, 1, 0, 1, 2, 1, 1, 2, 2, 2, 2, 2, 1, 1, 2, 1, 0, 2, 0, 1, 1, 1, 0, 1, 2, 2, 0, 1, 2, 2]","[0.16666666666666666, 0.4, 0.43333333333333335]","['Ping-Pong: 9 UEs', 'Unfairness: Jain Index = 0.33']"
High Load,94,utility,"[1, 1, 2, 0, 2, 0, 2, 1, 1, 2, 2, 0, 2, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 2, 1, 1, 0, 2]","[0.36666666666666664, 0.36666666666666664, 0.26666666666666666]","['Ping-Pong: 7 UEs', 'QoS Violation: Avg High Prio SINR = 4.55 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.06']"
High Load,95,utility,"[2, 1, 2, 1, 2, 1, 1, 1, 1, 2, 2, 2, 2, 1, 2, 1, 0, 2, 0, 1, 2, 1, 2, 0, 2, 1, 2, 2, 0, 2]","[0.13333333333333333, 0.36666666666666664, 0.5]","['Ping-Pong: 9 UEs', 'Unfairness: Jain Index = 0.05']"
High Load,96,utility,"[2, 1, 2, 1, 1, 1, 1, 1, 0, 1, 1, 0, 2, 0, 1, 1, 0, 2, 0, 1, 1, 0, 0, 0, 2, 2, 0, 0, 0, 0]","[0.4, 0.4, 0.2]","['Ping-Pong: 4 UEs', 'Unfairness: Jain Index = 0.13']"
High Load,97,utility,"[2, 2, 2, 1, 1, 0, 1, 1, 2, 2, 2, 2, 1, 2, 1, 1, 2, 2, 0, 0, 2, 2, 0, 0, 0, 2, 2, 0, 0, 2]","[0.26666666666666666, 0.23333333333333334, 0.5]","['Ping-Pong: 6 UEs', 'Unfairness: Jain Index = 0.07']"
High Load,98,utility,"[2, 1, 2, 1, 1, 0, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 0, 2, 0, 1, 1, 1, 0, 0, 1, 2, 1, 1, 0, 0]","[0.23333333333333334, 0.6, 0.16666666666666666]","['Ping-Pong: 6 UEs', 'Unfairness: Jain Index = 0.12']"
High Load,99,utility,"[0, 1, 0, 2, 2, 0, 1, 1, 1, 2, 0, 1, 2, 2, 0, 1, 2, 1, 0, 2, 0, 1, 0, 0, 2, 0, 1, 1, 0, 2]","[0.36666666666666664, 0.3333333333333333, 0.3]","['Ping-Pong: 4 UEs', 'Unfairness: Jain Index = 0.15']"
High Mobility,0,baseline,"[2, 2, 2, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 2, 1, 1, 2, 2, 0, 2, 2, 0, 1, 1, 1, 1, 1, 2, 2, 1]","[0.16666666666666666, 0.5, 0.3333333333333333]",['Unfairness: Jain Index = 0.05']
High Mobility,1,baseline,"[2, 2, 1, 0, 0, 2, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 2, 2, 0, 0, 2, 0, 1, 1, 2, 2, 1, 1, 2, 0]","[0.3, 0.4, 0.3]",['Unfairness: Jain Index = 0.21']
High Mobility,2,baseline,"[2, 2, 2, 0, 0, 2, 1, 0, 0, 1, 1, 0, 2, 2, 2, 1, 2, 1, 0, 2, 2, 0, 1, 1, 2, 0, 1, 1, 2, 0]","[0.3, 0.3, 0.4]","['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.09']"
