scenario,iteration,fuzzer_type,algorithm,assignments,cell_loads,vulnerabilities
Low Load,80,AI,baseline,"[1, 0, 2, 2, 1, 2, 1, 2, 0, 1, 1, 0, 0, 2, 0, 0, 0, 2, 0, 1, 2, 1, 0, 2, 2, 2, 0, 2, 2, 0]","[0.36666666666666664, 0.23333333333333334, 0.4]","['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.06']"
Low Load,81,AI,baseline,"[1, 0, 2, 0, 1, 2, 1, 2, 0, 0, 1, 0, 0, 2, 0, 0, 1, 1, 0, 2, 0, 1, 0, 2, 1, 2, 0, 2, 2, 0]","[0.43333333333333335, 0.26666666666666666, 0.3]","['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.03']"
Low Load,82,AI,baseline,"[2, 0, 2, 0, 1, 2, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 2, 0, 2, 2, 0, 0, 1, 1, 1, 0, 1, 0, 0]","[0.4666666666666667, 0.3333333333333333, 0.2]","['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.05']"
Low Load,83,AI,baseline,"[2, 0, 2, 2, 2, 2, 1, 1, 0, 0, 0, 2, 1, 2, 1, 0, 0, 1, 1, 2, 0, 1, 0, 2, 2, 0, 0, 1, 1, 0]","[0.36666666666666664, 0.3, 0.3333333333333333]","['Ping-Pong: 5 UEs', 'Unfairness: Jain Index = 0.03']"
Low Load,84,AI,baseline,"[2, 0, 2, 0, 2, 0, 0, 1, 1, 0, 0, 2, 1, 1, 0, 0, 0, 0, 2, 1, 0, 1, 0, 0, 2, 0, 0, 1, 0, 0]","[0.5666666666666667, 0.23333333333333334, 0.2]","['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.03']"
Low Load,85,AI,baseline,"[2, 1, 2, 0, 2, 1, 2, 1, 1, 0, 0, 2, 2, 1, 2, 2, 2, 1, 0, 2, 0, 0, 1, 2, 2, 0, 0, 1, 2, 0]","[0.3, 0.26666666666666666, 0.43333333333333335]","['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.05']"
Low Load,86,AI,baseline,"[2, 0, 2, 0, 2, 2, 0, 0, 1, 0, 1, 2, 2, 0, 1, 2, 1, 1, 1, 2, 2, 0, 0, 2, 1, 0, 0, 1, 1, 1]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.03']"
Low Load,87,AI,baseline,"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 2, 1, 1, 1, 0, 2, 1, 0, 2, 0, 0, 0, 2, 2, 0, 0, 1, 1, 1]","[0.5, 0.3333333333333333, 0.16666666666666666]","['Ping-Pong: 5 UEs', 'Unfairness: Jain Index = 0.03']"
Low Load,88,AI,baseline,"[2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 1, 0, 2, 2, 1, 0, 2, 2, 2, 0, 1, 1, 1]","[0.5666666666666667, 0.2, 0.23333333333333334]","['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.03']"
Low Load,89,AI,baseline,"[2, 0, 0, 0, 0, 2, 1, 0, 0, 0, 2, 0, 2, 2, 1, 0, 2, 2, 0, 2, 2, 2, 0, 2, 1, 0, 2, 1, 0, 1]","[0.43333333333333335, 0.16666666666666666, 0.4]","['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.04']"
Low Load,90,AI,baseline,"[2, 0, 1, 0, 1, 1, 1, 2, 2, 1, 2, 0, 2, 2, 1, 0, 0, 1, 2, 0, 0, 2, 0, 1, 2, 0, 0, 1, 0, 0]","[0.4, 0.3, 0.3]","['Ping-Pong: 4 UEs', 'Unfairness: Jain Index = 0.04']"
Low Load,91,AI,baseline,"[2, 0, 0, 0, 1, 0, 2, 2, 0, 1, 0, 2, 2, 0, 2, 0, 0, 1, 2, 2, 0, 2, 0, 2, 2, 0, 0, 0, 1, 2]","[0.4666666666666667, 0.13333333333333333, 0.4]","['Ping-Pong: 4 UEs', 'Unfairness: Jain Index = 0.06']"
Low Load,92,AI,baseline,"[2, 0, 0, 0, 1, 2, 1, 0, 1, 0, 0, 0, 2, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 2, 2, 0, 1, 1, 1, 0]","[0.43333333333333335, 0.4, 0.16666666666666666]","['Ping-Pong: 5 UEs', 'Unfairness: Jain Index = 0.03']"
Low Load,93,AI,baseline,"[2, 0, 0, 0, 1, 2, 1, 0, 0, 0, 2, 0, 2, 1, 1, 0, 2, 2, 0, 2, 0, 0, 0, 2, 1, 0, 0, 0, 1, 1]","[0.5, 0.23333333333333334, 0.26666666666666666]","['Ping-Pong: 6 UEs', 'Unfairness: Jain Index = 0.03']"
Low Load,94,AI,baseline,"[2, 0, 0, 0, 0, 2, 1, 1, 0, 0, 1, 0, 2, 0, 1, 1, 2, 1, 1, 2, 2, 1, 0, 2, 1, 0, 0, 1, 1, 1]","[0.36666666666666664, 0.4, 0.23333333333333334]","['Ping-Pong: 5 UEs', 'Unfairness: Jain Index = 0.03']"
Low Load,95,AI,baseline,"[2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 2, 0, 1, 1, 1, 1, 0, 2, 0, 1, 0, 2, 1, 0, 0, 1, 1, 1]","[0.5, 0.36666666666666664, 0.13333333333333333]","['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.03']"
Low Load,96,AI,baseline,"[1, 0, 0, 2, 2, 1, 1, 0, 0, 1, 1, 0, 2, 0, 1, 1, 2, 1, 0, 2, 0, 1, 0, 2, 2, 0, 0, 2, 1, 0]","[0.4, 0.3333333333333333, 0.26666666666666666]","['Ping-Pong: 1 UEs', 'Unfairness: Jain Index = 0.03']"
Low Load,97,AI,baseline,"[1, 2, 0, 2, 0, 2, 1, 2, 0, 1, 0, 2, 2, 0, 2, 1, 2, 1, 0, 2, 1, 1, 0, 2, 2, 0, 2, 2, 0, 1]","[0.3, 0.26666666666666666, 0.43333333333333335]","['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.03']"
Low Load,98,AI,baseline,"[2, 0, 0, 2, 2, 0, 1, 1, 0, 1, 0, 0, 0, 2, 2, 1, 0, 2, 0, 2, 0, 1, 0, 2, 2, 2, 2, 0, 0, 1]","[0.43333333333333335, 0.2, 0.36666666666666664]","['Ping-Pong: 4 UEs', 'QoS Violation: Avg High Prio SINR = 4.53 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.03']"
Low Load,99,AI,baseline,"[2, 0, 0, 2, 2, 0, 1, 1, 0, 1, 0, 2, 0, 1, 2, 0, 0, 2, 1, 2, 0, 1, 0, 2, 2, 0, 0, 1, 0, 0]","[0.4666666666666667, 0.23333333333333334, 0.3]","['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.03']"
Low Load,0,AI,utility,"[0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 2, 1, 0, 1, 1, 1, 2, 0, 0, 2, 0, 2, 1, 2, 0, 0, 2, 0, 1]","[0.43333333333333335, 0.36666666666666664, 0.2]",['Unfairness: Jain Index = 0.05']
Low Load,1,AI,utility,"[2, 2, 0, 2, 2, 1, 1, 1, 1, 0, 1, 2, 1, 0, 2, 1, 1, 1, 0, 2, 2, 0, 2, 2, 2, 0, 0, 1, 0, 1]","[0.26666666666666666, 0.36666666666666664, 0.36666666666666664]",['Unfairness: Jain Index = 0.04']
Low Load,2,AI,utility,"[1, 1, 2, 0, 1, 0, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 2, 0, 1, 2, 0, 0, 2, 2, 0, 0, 2, 0, 0]","[0.3, 0.43333333333333335, 0.26666666666666666]","['Ping-Pong: 6 UEs', 'Unfairness: Jain Index = 0.03']"
Low Load,3,AI,utility,"[0, 2, 0, 2, 1, 2, 1, 1, 2, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 2, 1, 2, 2, 0, 1, 0, 0, 2]","[0.36666666666666664, 0.36666666666666664, 0.26666666666666666]","['Ping-Pong: 4 UEs', 'Unfairness: Jain Index = 0.03']"
Low Load,4,AI,utility,"[0, 0, 2, 1, 1, 2, 2, 1, 1, 2, 0, 1, 1, 0, 1, 1, 1, 2, 0, 0, 2, 0, 2, 0, 2, 0, 0, 1, 0, 1]","[0.36666666666666664, 0.36666666666666664, 0.26666666666666666]","['Ping-Pong: 6 UEs', 'Unfairness: Jain Index = 0.08']"
Low Load,5,AI,utility,"[0, 2, 0, 0, 2, 2, 1, 1, 2, 1, 1, 1, 1, 2, 1, 0, 1, 1, 2, 0, 0, 0, 1, 0, 2, 0, 0, 0, 2, 0]","[0.4, 0.3333333333333333, 0.26666666666666666]","['Ping-Pong: 9 UEs', 'Unfairness: Jain Index = 0.06']"
Low Load,6,AI,utility,"[2, 1, 2, 2, 2, 0, 0, 1, 2, 2, 2, 1, 1, 0, 2, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 2]","[0.36666666666666664, 0.3333333333333333, 0.3]","['Ping-Pong: 5 UEs', 'Unfairness: Jain Index = 0.06']"
Low Load,7,AI,utility,"[1, 1, 1, 2, 2, 2, 1, 1, 0, 2, 1, 1, 1, 0, 0, 0, 2, 1, 0, 1, 2, 0, 0, 2, 2, 0, 0, 0, 0, 0]","[0.4, 0.3333333333333333, 0.26666666666666666]","['Ping-Pong: 6 UEs', 'Unfairness: Jain Index = 0.11']"
Low Load,8,AI,utility,"[2, 1, 0, 2, 1, 1, 1, 1, 2, 0, 2, 1, 1, 1, 0, 0, 1, 2, 2, 0, 2, 2, 2, 0, 2, 0, 0, 1, 2, 1]","[0.26666666666666666, 0.36666666666666664, 0.36666666666666664]","['Ping-Pong: 7 UEs', 'Unfairness: Jain Index = 0.07']"
Low Load,9,AI,utility,"[0, 0, 0, 2, 2, 0, 0, 1, 2, 1, 0, 1, 1, 1, 0, 1, 1, 2, 0, 0, 1, 2, 0, 0, 2, 0, 0, 0, 0, 0]","[0.5333333333333333, 0.26666666666666666, 0.2]","['Ping-Pong: 6 UEs', 'Unfairness: Jain Index = 0.03']"
Low Load,10,AI,utility,"[2, 0, 0, 2, 2, 1, 2, 2, 2, 2, 0, 1, 2, 0, 2, 1, 0, 2, 1, 2, 0, 2, 2, 0, 1, 0, 0, 1, 2, 0]","[0.3333333333333333, 0.2, 0.4666666666666667]","['Ping-Pong: 5 UEs', 'QoS Violation: Avg High Prio SINR = 3.64 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.03']"
Low Load,11,AI,utility,"[0, 0, 1, 2, 2, 1, 0, 1, 0, 1, 1, 1, 0, 0, 2, 1, 1, 0, 0, 1, 0, 1, 2, 0, 0, 0, 1, 1, 0, 0]","[0.4666666666666667, 0.4, 0.13333333333333333]","['Ping-Pong: 7 UEs', 'Unfairness: Jain Index = 0.03']"
Low Load,12,AI,utility,"[1, 0, 0, 2, 1, 0, 1, 1, 2, 2, 2, 2, 2, 2, 2, 0, 2, 1, 1, 0, 0, 2, 2, 0, 1, 0, 0, 1, 0, 2]","[0.3333333333333333, 0.26666666666666666, 0.4]","['Ping-Pong: 8 UEs', 'Unfairness: Jain Index = 0.03']"
Low Load,13,AI,utility,"[1, 1, 0, 2, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 2, 1, 0, 1, 0, 1, 1, 2, 1, 0, 2, 0, 0, 1, 2, 0]","[0.23333333333333334, 0.5333333333333333, 0.23333333333333334]","['Ping-Pong: 8 UEs', 'Unfairness: Jain Index = 0.04']"
Low Load,14,AI,utility,"[2, 2, 0, 2, 1, 2, 1, 1, 2, 2, 0, 1, 1, 0, 2, 1, 1, 1, 0, 2, 0, 2, 0, 0, 2, 0, 0, 1, 2, 2]","[0.3, 0.3, 0.4]","['Ping-Pong: 4 UEs', 'Unfairness: Jain Index = 0.05']"
Low Load,15,AI,utility,"[0, 0, 0, 1, 1, 2, 1, 1, 1, 2, 1, 1, 0, 0, 2, 1, 2, 2, 0, 1, 0, 2, 2, 0, 2, 0, 1, 1, 0, 1]","[0.3333333333333333, 0.4, 0.26666666666666666]","['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.03']"
Low Load,16,AI,utility,"[1, 1, 0, 1, 1, 2, 1, 1, 1, 1, 1, 1, 0, 1, 2, 1, 1, 2, 1, 0, 0, 2, 2, 0, 2, 0, 0, 1, 0, 1]","[0.26666666666666666, 0.5333333333333333, 0.2]","['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.03']"
Low Load,17,AI,utility,"[0, 0, 0, 0, 2, 1, 1, 1, 0, 0, 0, 2, 0, 2, 2, 1, 1, 0, 0, 2, 2, 2, 2, 0, 2, 0, 1, 2, 0, 1]","[0.43333333333333335, 0.23333333333333334, 0.3333333333333333]","['Ping-Pong: 4 UEs', 'Unfairness: Jain Index = 0.03']"
Low Load,18,AI,utility,"[1, 0, 0, 2, 0, 2, 2, 0, 2, 2, 2, 1, 0, 2, 2, 1, 1, 0, 0, 2, 0, 2, 2, 2, 2, 0, 1, 2, 0, 1]","[0.3333333333333333, 0.2, 0.4666666666666667]","['Ping-Pong: 4 UEs', 'Unfairness: Jain Index = 0.03']"
Low Load,19,AI,utility,"[0, 2, 0, 2, 0, 1, 1, 1, 0, 2, 0, 1, 0, 1, 0, 1, 2, 0, 0, 1, 0, 2, 2, 0, 2, 0, 1, 0, 2, 0]","[0.4666666666666667, 0.26666666666666666, 0.26666666666666666]","['Ping-Pong: 7 UEs', 'Unfairness: Jain Index = 0.03']"
Low Load,20,AI,utility,"[2, 2, 0, 1, 2, 2, 2, 1, 2, 1, 0, 1, 0, 2, 2, 1, 0, 0, 0, 0, 0, 2, 2, 1, 2, 2, 1, 1, 0, 2]","[0.3, 0.26666666666666666, 0.43333333333333335]","['Ping-Pong: 6 UEs', 'Unfairness: Jain Index = 0.06']"
Low Load,21,AI,utility,"[1, 2, 0, 2, 2, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 2, 0, 2, 2, 0, 2, 0, 0, 2, 0, 1]","[0.3333333333333333, 0.4, 0.26666666666666666]","['Ping-Pong: 6 UEs', 'Unfairness: Jain Index = 0.04']"
Low Load,22,AI,utility,"[0, 2, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 2, 0, 2, 2, 2, 1, 0, 1, 2, 2, 0, 2, 2]","[0.2, 0.43333333333333335, 0.36666666666666664]","['Ping-Pong: 7 UEs', 'Unfairness: Jain Index = 0.07']"
Low Load,23,AI,utility,"[0, 1, 0, 2, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 2, 0, 2, 0, 0, 2, 0, 2, 0, 0, 0]","[0.5666666666666667, 0.26666666666666666, 0.16666666666666666]","['Ping-Pong: 10 UEs', 'Unfairness: Jain Index = 0.06']"
Low Load,24,AI,utility,"[0, 0, 2, 1, 2, 1, 0, 1, 2, 1, 2, 2, 0, 2, 2, 1, 2, 1, 0, 2, 0, 1, 1, 2, 1, 0, 2, 1, 2, 0]","[0.26666666666666666, 0.3333333333333333, 0.4]","['Ping-Pong: 6 UEs', 'Unfairness: Jain Index = 0.04']"
Low Load,25,AI,utility,"[0, 0, 0, 0, 1, 2, 0, 1, 1, 0, 2, 0, 0, 0, 1, 2, 0, 2, 0, 0, 0, 2, 1, 0, 2, 2, 0, 1, 0, 1]","[0.5333333333333333, 0.23333333333333334, 0.23333333333333334]","['Ping-Pong: 10 UEs', 'Unfairness: Jain Index = 0.03']"
Low Load,26,AI,utility,"[0, 1, 0, 1, 1, 2, 1, 1, 2, 1, 1, 2, 0, 1, 1, 0, 2, 1, 0, 2, 1, 2, 1, 2, 2, 0, 2, 2, 2, 1]","[0.2, 0.43333333333333335, 0.36666666666666664]","['Ping-Pong: 11 UEs', 'Unfairness: Jain Index = 0.03']"
Low Load,27,AI,utility,"[0, 0, 0, 1, 1, 1, 1, 2, 0, 0, 1, 1, 0, 1, 2, 1, 1, 2, 0, 0, 0, 2, 2, 0, 2, 2, 2, 2, 0, 0]","[0.4, 0.3, 0.3]","['Ping-Pong: 8 UEs', 'Unfairness: Jain Index = 0.03']"
Low Load,28,AI,utility,"[0, 2, 0, 1, 2, 1, 1, 0, 2, 2, 0, 1, 1, 0, 0, 2, 1, 2, 2, 0, 0, 2, 1, 2, 2, 1, 2, 0, 0, 0]","[0.36666666666666664, 0.26666666666666666, 0.36666666666666664]","['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.09']"
Low Load,29,AI,utility,"[1, 2, 0, 0, 1, 2, 1, 1, 1, 0, 0, 1, 0, 1, 2, 2, 1, 2, 0, 0, 0, 2, 2, 0, 0, 0, 2, 0, 1, 1]","[0.4, 0.3333333333333333, 0.26666666666666666]","['Ping-Pong: 8 UEs', 'Unfairness: Jain Index = 0.03']"
Low Load,30,AI,utility,"[2, 0, 0, 0, 2, 2, 0, 0, 2, 1, 2, 1, 0, 1, 2, 1, 2, 2, 2, 2, 0, 2, 0, 0, 2, 2, 2, 2, 1, 0]","[0.3333333333333333, 0.16666666666666666, 0.5]","['Ping-Pong: 6 UEs', 'Unfairness: Jain Index = 0.03']"
Low Load,31,AI,utility,"[2, 0, 2, 1, 0, 2, 0, 1, 2, 1, 2, 0, 0, 2, 1, 1, 2, 2, 0, 2, 2, 2, 2, 2, 2, 0, 2, 1, 0, 1]","[0.26666666666666666, 0.23333333333333334, 0.5]","['Ping-Pong: 5 UEs', 'Unfairness: Jain Index = 0.03']"
Low Load,32,AI,utility,"[1, 0, 0, 2, 0, 0, 0, 1, 1, 0, 0, 0, 0, 2, 2, 2, 1, 0, 0, 1, 0, 2, 2, 0, 0, 0, 2, 1, 2, 1]","[0.5, 0.23333333333333334, 0.26666666666666666]","['Ping-Pong: 4 UEs', 'Unfairness: Jain Index = 0.04']"
Low Load,33,AI,utility,"[0, 2, 0, 2, 2, 0, 1, 1, 2, 2, 1, 1, 0, 1, 0, 2, 2, 1, 0, 0, 0, 2, 0, 1, 1, 2, 2, 2, 1, 1]","[0.3, 0.3333333333333333, 0.36666666666666664]","['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.06']"
Low Load,34,AI,utility,"[0, 0, 0, 2, 0, 1, 2, 1, 2, 1, 1, 1, 1, 2, 2, 2, 1, 1, 1, 2, 0, 2, 1, 0, 2, 0, 2, 1, 0, 2]","[0.26666666666666666, 0.36666666666666664, 0.36666666666666664]","['Ping-Pong: 8 UEs', 'Unfairness: Jain Index = 0.04']"
Low Load,35,AI,utility,"[1, 0, 2, 2, 2, 2, 1, 1, 2, 0, 1, 1, 1, 2, 2, 1, 0, 2, 2, 2, 0, 2, 2, 2, 0, 2, 2, 1, 2, 1]","[0.16666666666666666, 0.3, 0.5333333333333333]","['Ping-Pong: 4 UEs', 'Unfairness: Jain Index = 0.04']"
Low Load,36,AI,utility,"[2, 0, 0, 2, 0, 2, 1, 0, 2, 1, 0, 0, 0, 1, 1, 2, 0, 2, 0, 0, 0, 2, 2, 1, 0, 0, 2, 1, 0, 0]","[0.5, 0.2, 0.3]","['Ping-Pong: 6 UEs', 'Unfairness: Jain Index = 0.07']"
Low Load,37,AI,utility,"[1, 1, 0, 2, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 2, 0, 2, 0, 2, 0, 2, 2, 0, 1, 2, 2, 1, 1, 0]","[0.36666666666666664, 0.36666666666666664, 0.26666666666666666]","['Ping-Pong: 5 UEs', 'Unfairness: Jain Index = 0.03']"
Low Load,38,AI,utility,"[2, 0, 2, 2, 2, 0, 1, 0, 2, 1, 1, 1, 1, 2, 0, 2, 0, 0, 0, 2, 1, 2, 2, 2, 2, 1, 0, 2, 0, 0]","[0.3333333333333333, 0.23333333333333334, 0.43333333333333335]","['Ping-Pong: 5 UEs', 'Unfairness: Jain Index = 0.03']"
Low Load,39,AI,utility,"[1, 2, 0, 2, 2, 2, 1, 1, 2, 2, 1, 1, 1, 2, 1, 2, 1, 0, 2, 2, 0, 0, 2, 2, 1, 0, 0, 1, 1, 0]","[0.23333333333333334, 0.36666666666666664, 0.4]","['Ping-Pong: 7 UEs', 'Unfairness: Jain Index = 0.04']"
Low Load,40,AI,utility,"[0, 0, 0, 2, 2, 1, 0, 1, 1, 1, 2, 2, 0, 1, 0, 1, 0, 2, 0, 0, 2, 2, 2, 2, 2, 1, 2, 1, 2, 0]","[0.3333333333333333, 0.26666666666666666, 0.4]","['Ping-Pong: 8 UEs', 'Unfairness: Jain Index = 0.05']"
Low Load,41,AI,utility,"[0, 1, 0, 2, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 2, 2, 2, 2, 2, 1, 0, 0]","[0.3333333333333333, 0.4, 0.26666666666666666]","['Ping-Pong: 7 UEs', 'Unfairness: Jain Index = 0.06']"
Low Load,42,AI,utility,"[0, 1, 0, 2, 2, 2, 1, 1, 2, 2, 1, 1, 1, 0, 1, 0, 0, 2, 2, 0, 1, 2, 2, 2, 0, 1, 0, 1, 0, 0]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","['Ping-Pong: 5 UEs', 'Unfairness: Jain Index = 0.03']"
Low Load,43,AI,utility,"[0, 0, 0, 2, 2, 2, 0, 0, 0, 1, 1, 2, 1, 0, 2, 2, 0, 2, 0, 1, 2, 2, 2, 2, 0, 1, 0, 1, 2, 0]","[0.4, 0.2, 0.4]","['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.08']"
Low Load,44,AI,utility,"[0, 2, 0, 0, 0, 2, 2, 1, 2, 0, 0, 1, 2, 0, 0, 1, 0, 1, 1, 0, 2, 1, 2, 0, 2, 0, 0, 0, 2, 0]","[0.5, 0.2, 0.3]","['Ping-Pong: 4 UEs', 'Unfairness: Jain Index = 0.07']"
Low Load,45,AI,utility,"[0, 2, 0, 2, 2, 2, 1, 1, 2, 1, 2, 1, 0, 2, 2, 1, 0, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.4666666666666667, 0.16666666666666666, 0.36666666666666664]","['Ping-Pong: 6 UEs', 'Unfairness: Jain Index = 0.04']"
Low Load,46,AI,utility,"[0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 2, 2, 2, 0, 2, 2, 2, 0, 0, 0, 0, 0, 1, 1, 0]","[0.4, 0.4, 0.2]","['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.04']"
Low Load,47,AI,utility,"[0, 1, 0, 0, 2, 2, 1, 1, 1, 1, 2, 1, 0, 0, 0, 0, 0, 2, 0, 2, 1, 1, 2, 2, 0, 0, 0, 0, 1, 1]","[0.43333333333333335, 0.3333333333333333, 0.23333333333333334]","['Ping-Pong: 8 UEs', 'Unfairness: Jain Index = 0.03']"
Low Load,48,AI,utility,"[0, 2, 0, 0, 1, 2, 2, 1, 2, 2, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 2, 2, 2, 1, 0, 1, 1, 1, 2, 2]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","['Ping-Pong: 5 UEs', 'Unfairness: Jain Index = 0.06']"
Low Load,49,AI,utility,"[0, 0, 0, 0, 0, 2, 0, 1, 0, 2, 0, 2, 0, 0, 2, 1, 0, 2, 0, 2, 2, 2, 0, 0, 0, 1, 0, 1, 0, 2]","[0.5666666666666667, 0.13333333333333333, 0.3]","['Ping-Pong: 4 UEs', 'Unfairness: Jain Index = 0.05']"
Low Load,50,AI,utility,"[2, 0, 2, 0, 1, 2, 2, 0, 1, 0, 0, 0, 1, 1, 0, 2, 0, 2, 2, 2, 1, 0, 2, 0, 0, 1, 0, 2, 0, 0]","[0.4666666666666667, 0.2, 0.3333333333333333]","['Ping-Pong: 4 UEs', 'Unfairness: Jain Index = 0.06']"
Low Load,51,AI,utility,"[1, 2, 0, 2, 2, 2, 1, 1, 2, 1, 1, 1, 1, 0, 1, 1, 0, 2, 0, 0, 2, 2, 2, 2, 2, 0, 1, 1, 0, 0]","[0.26666666666666666, 0.36666666666666664, 0.36666666666666664]","['Ping-Pong: 8 UEs', 'Unfairness: Jain Index = 0.06']"
Low Load,52,AI,utility,"[0, 0, 2, 1, 0, 1, 0, 0, 2, 1, 0, 1, 2, 0, 2, 1, 1, 0, 0, 1, 1, 2, 2, 0, 0, 1, 0, 0, 0, 1]","[0.4666666666666667, 0.3333333333333333, 0.2]","['Ping-Pong: 9 UEs', 'Unfairness: Jain Index = 0.03']"
Low Load,53,AI,utility,"[0, 2, 1, 2, 2, 2, 0, 1, 1, 2, 2, 1, 2, 0, 2, 1, 0, 1, 0, 2, 2, 2, 2, 0, 2, 1, 0, 1, 1, 1]","[0.23333333333333334, 0.3333333333333333, 0.43333333333333335]","['Ping-Pong: 9 UEs', 'QoS Violation: Avg High Prio SINR = 4.02 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.03']"
Low Load,54,AI,utility,"[0, 0, 2, 1, 1, 1, 1, 0, 0, 1, 1, 2, 1, 2, 2, 0, 2, 2, 0, 2, 0, 2, 0, 2, 2, 0, 1, 1, 0, 2]","[0.3333333333333333, 0.3, 0.36666666666666664]","['Ping-Pong: 7 UEs', 'Unfairness: Jain Index = 0.04']"
Low Load,55,AI,utility,"[1, 0, 2, 2, 0, 2, 1, 0, 1, 1, 0, 1, 0, 2, 0, 2, 0, 0, 0, 0, 2, 2, 2, 2, 2, 1, 0, 2, 1, 0]","[0.4, 0.23333333333333334, 0.36666666666666664]","['Ping-Pong: 10 UEs', 'Unfairness: Jain Index = 0.04']"
Low Load,56,AI,utility,"[2, 0, 0, 2, 2, 1, 0, 0, 1, 1, 1, 2, 1, 2, 0, 2, 0, 2, 1, 0, 0, 1, 2, 2, 0, 0, 2, 0, 2, 0]","[0.4, 0.23333333333333334, 0.36666666666666664]","['Ping-Pong: 7 UEs', 'Unfairness: Jain Index = 0.12']"
Low Load,57,AI,utility,"[2, 1, 0, 0, 0, 2, 0, 1, 2, 1, 1, 2, 0, 0, 0, 1, 2, 1, 0, 1, 2, 0, 2, 2, 0, 0, 0, 1, 0, 0]","[0.4666666666666667, 0.26666666666666666, 0.26666666666666666]","['Ping-Pong: 6 UEs', 'Unfairness: Jain Index = 0.06']"
Low Load,58,AI,utility,"[1, 2, 0, 0, 0, 1, 2, 0, 2, 2, 2, 1, 0, 2, 0, 2, 0, 1, 0, 2, 0, 1, 1, 2, 0, 2, 0, 2, 2, 2]","[0.36666666666666664, 0.2, 0.43333333333333335]","['Ping-Pong: 8 UEs', 'Unfairness: Jain Index = 0.04']"
Low Load,59,AI,utility,"[1, 1, 1, 1, 0, 2, 2, 1, 1, 1, 1, 1, 1, 2, 0, 2, 1, 1, 0, 1, 2, 1, 2, 2, 0, 0, 2, 1, 1, 0]","[0.2, 0.5333333333333333, 0.26666666666666666]","['Ping-Pong: 11 UEs', 'Unfairness: Jain Index = 0.03']"
Low Load,60,AI,utility,"[0, 1, 2, 1, 2, 1, 0, 2, 0, 1, 0, 2, 1, 0, 2, 2, 1, 0, 2, 2, 0, 2, 2, 0, 0, 2, 0, 1, 2, 2]","[0.3333333333333333, 0.23333333333333334, 0.43333333333333335]","['Ping-Pong: 7 UEs', 'Unfairness: Jain Index = 0.03']"
Low Load,61,AI,utility,"[1, 2, 0, 0, 1, 1, 1, 1, 2, 1, 0, 2, 0, 0, 1, 0, 0, 1, 0, 2, 2, 1, 1, 0, 2, 0, 1, 1, 1, 0]","[0.36666666666666664, 0.43333333333333335, 0.2]","['Ping-Pong: 9 UEs', 'Unfairness: Jain Index = 0.04']"
